,Unnamed: 0.1,Unnamed: 0,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name
327,327,327,Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,55938.672,0,0,141.21199808219862,Intel Core i7
328,328,328,HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,71128.8,0,0,176.23257360658386,Intel Core i7
329,329,329,Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,140605.92,1,0,282.42399616439724,Intel Core i7
330,330,330,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882.72,0,0,127.33567457123112,Intel Core i7
331,331,331,Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,50243.04,0,1,141.21199808219862,Intel Core i5
332,332,332,Asus,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.0,71075.52,0,0,157.3505121487356,Intel Core i7
333,333,333,Lenovo,Notebook,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,23922.72,0,0,141.21199808219862,Intel Core i3
334,334,334,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,53226.72,0,0,141.21199808219862,Intel Core i7
335,335,335,HP,Notebook,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,67559.04,0,0,157.3505121487356,Intel Core i5
336,336,336,Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,1.9,55890.72,0,1,141.21199808219862,Intel Core i5
337,337,337,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,60952.32,0,0,141.21199808219862,Intel Core i5
338,338,338,Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Linux,2.0,14651.4672,0,0,100.45466986113652,Intel Processor
339,339,339,Dell,Notebook,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.0,60885.72,0,0,141.21199808219862,Intel Core i5
340,340,340,Dell,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,2.2,14646.672,0,0,100.45466986113652,Intel Processor
341,341,341,Lenovo,Notebook,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,AMD Radeon 530,Windows 10,2.2,47898.72,0,0,141.21199808219862,AMD Processor
342,342,342,HP,Notebook,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1,38148.48,0,1,141.21199808219862,Intel Core i3
343,343,343,Lenovo,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,111834.72,1,1,316.96506044349616,Intel Core i7
344,344,344,Dell,Ultrabook,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,84129.12,0,0,165.6321180513006,Intel Core i7
345,345,345,Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12,0,1,141.21199808219862,Intel Core i7
346,346,346,HP,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,14865.12,0,0,111.93520355955212,Intel Processor
347,347,347,Dell,Ultrabook,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,85672.1088,0,0,141.21199808219862,Intel Core i7
348,348,348,Asus,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,19980.0,1,0,135.0942111925629,Intel Processor
349,349,349,Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 530,Windows 10,1.9,35324.64,0,0,141.21199808219862,Intel Core i5
350,350,350,Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,108020.9376,1,0,282.42399616439724,Intel Core i7
351,351,351,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,69477.12,0,0,141.21199808219862,Intel Core i7
352,352,352,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,75071.52,0,0,127.33567457123112,Intel Core i7
353,353,353,HP,Workstation,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,92615.0256,0,0,141.21199808219862,Intel Core i7
354,354,354,Toshiba,Notebook,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,74751.84,0,1,141.21199808219862,Intel Core i7
355,355,355,Dell,Notebook,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,51729.552,0,0,141.21199808219862,Intel Core i7
356,356,356,Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,No OS,2.2,17155.6272,0,0,100.45466986113652,Intel Processor
357,357,357,Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,53226.72,0,0,141.21199808219862,Intel Core i5
358,358,358,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,Windows 10,2.36,29696.6736,1,0,100.45466986113652,Intel Core i5
359,359,359,Dell,Notebook,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,76030.56,0,0,157.3505121487356,Intel Core i5
360,360,360,HP,Notebook,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,23389.92,0,0,100.45466986113652,Intel Core i3
361,361,361,Asus,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,50349.6,0,0,157.3505121487356,Intel Core i5
362,362,362,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308.32,0,0,106.11306214269258,Intel Core i5
363,363,363,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,1.86,34045.92,0,0,141.21199808219862,Intel Core i5
364,364,364,Lenovo,Notebook,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2,26586.72,0,0,100.45466986113652,Intel Core i3
365,365,365,HP,Notebook,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,Windows 10,2.04,20725.92,0,0,100.45466986113652,Intel Processor
366,366,366,Dell,Notebook,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,127.33567457123112,Intel Core i5
367,367,367,Lenovo,Gaming,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4,43103.52,0,1,141.21199808219862,Intel Core i5
368,368,368,Dell,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33,47898.72,0,0,141.21199808219862,Intel Core i7
369,369,369,HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,93240.0,0,1,157.3505121487356,Intel Core i7
370,370,370,Asus,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72,1,0,141.21199808219862,Intel Core i7
371,371,371,Acer,Notebook,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.1,22697.28,0,0,100.45466986113652,AMD Processor
372,372,372,Asus,Gaming,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25,117162.72,0,1,127.33567457123112,AMD Processor
373,373,373,Lenovo,Notebook,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.6,26053.92,0,0,106.11306214269258,AMD Processor
374,374,374,Dell,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62,46300.8528,1,0,165.6321180513006,Intel Core i7
375,375,375,HP,Notebook,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,Windows 10,1.91,26053.3872,0,0,141.21199808219862,AMD Processor
376,376,376,Lenovo,Netbook,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.59,29463.84,0,1,135.0942111925629,Intel Processor
377,377,377,Dell,Notebook,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,1.8,16463.52,0,0,100.45466986113652,Intel Processor
378,378,378,Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,15238.08,0,0,111.93520355955212,Intel Processor
379,379,379,Acer,Notebook,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,45074.88,0,0,141.21199808219862,Intel Core i7
380,380,380,HP,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48,0,1,127.33567457123112,Intel Core i7
381,381,381,Lenovo,Notebook,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,No OS,1.85,21498.48,0,0,141.21199808219862,Intel Core i3
382,382,382,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4,0,1,141.21199808219862,Intel Core i7
383,383,383,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5,58554.72,0,1,157.3505121487356,Intel Core i5
384,384,384,Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,93181.392,1,0,165.6321180513006,Intel Core i7
385,385,385,Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,121584.96,0,1,209.8006828649808,Intel Core i7
386,386,386,Lenovo,Notebook,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,29250.72,0,1,165.6321180513006,Intel Core i3
387,387,387,Dell,Workstation,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,AMD FirePro W5130M,Windows 10,2.23,72940.32,0,0,141.21199808219862,Intel Core i5
388,388,388,Dell,Workstation,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.0,113752.8,0,1,141.21199808219862,Intel Core i7
389,389,389,Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.42,133679.52,1,0,209.8006828649808,Intel Core i7
390,390,390,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,55357.92,0,0,127.33567457123112,Intel Core i7
391,391,391,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768.48,0,0,127.33567457123112,Intel Core i7
392,392,392,Acer,Notebook,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,36975.7872,0,1,100.45466986113652,Intel Core i5
393,393,393,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,0,0,127.33567457123112,Intel Core i7
394,394,394,Dell,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Linux,2.33,41498.1936,0,0,141.21199808219862,Intel Core i7
395,395,395,HP,Ultrabook,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon 520,Windows 10,1.91,26586.72,0,0,141.21199808219862,AMD Processor
396,396,396,Lenovo,Notebook,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows 10,2.1,65510.9568,0,1,141.21199808219862,Intel Core i7
397,397,397,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,49976.64,0,1,157.3505121487356,Intel Core i5
398,398,398,Dell,Workstation,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78,144495.36,1,0,282.42399616439724,Intel Core i7
399,399,399,Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows 10,1.13,139860.0,0,1,209.8006828649808,Intel Core i7
400,400,400,Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows 10,2.2,16303.68,0,0,100.45466986113652,Intel Processor
401,401,401,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12,0,0,127.33567457123112,Intel Core i7
402,402,402,Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,8,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1,60978.96,0,1,141.21199808219862,Intel Core i5
403,403,403,Acer,Notebook,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,0,0,141.21199808219862,Intel Core i7
404,404,404,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72,0,0,127.33567457123112,Intel Core i7
405,405,405,Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,99793.44,0,0,157.3505121487356,Intel Core i7
406,406,406,Toshiba,Ultrabook,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.2,93080.16,0,0,165.6321180513006,Intel Core i7
407,407,407,Dell,Ultrabook,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Intel HD Graphics,Windows 10,1.36,89510.4,0,0,157.3505121487356,Intel Core i7
408,408,408,Lenovo,Notebook,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,21791.52,0,0,141.21199808219862,Intel Core i3
409,409,409,Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15,16221.096,0,0,135.0942111925629,Intel Processor
410,410,410,Lenovo,Workstation,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67,102564.0,0,0,141.21199808219862,Intel Core i7
411,411,411,Lenovo,Ultrabook,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04,0,1,209.8006828649808,Intel Core i7
412,412,412,HP,Notebook,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon 520,Windows 10,2.1,24988.32,0,0,141.21199808219862,Intel Core i3
413,413,413,Acer,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,42038.4528,1,1,165.6321180513006,Intel Core i7
414,414,414,Asus,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.27,49443.84,1,1,165.6321180513006,Intel Core i5
415,415,415,Dell,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,AMD Radeon R5 M430,Linux,2.3,31909.392,0,0,141.21199808219862,Intel Core i5
416,416,416,Dell,Notebook,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.65,36709.92,0,0,117.82653006268644,Intel Core i3
417,417,417,HP,Ultrabook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,79920.0,0,0,157.3505121487356,Intel Core i7
418,418,418,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.14,28768.536,0,0,100.45466986113652,Intel Core i5
419,419,419,Lenovo,Ultrabook,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,64755.4464,0,1,157.3505121487356,Intel Core i7
420,420,420,Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72,1,1,282.42399616439724,Intel Core i7
421,421,421,Chuwi,Notebook,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4,23922.72,0,1,267.3384360344031,Intel Processor
422,422,422,HP,Notebook,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,2.31,76030.56,0,0,141.21199808219862,Intel Core i7
423,423,423,Asus,Notebook,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 940MX,Linux,2.3,31808.16,0,0,141.21199808219862,Intel Core i3
424,424,424,Dell,Gaming,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,0,1,169.78089942830815,Intel Core i7
425,425,425,Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,0,1,141.21199808219862,Intel Core i7
426,426,426,Dell,Notebook,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,60867.072,0,0,141.21199808219862,Intel Core i7
427,427,427,Dell,Ultrabook,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Linux,1.6,58554.72,0,0,157.3505121487356,Intel Core i7
428,428,428,HP,Gaming,Intel Core i7 7700HQ 2.8GHz,12,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72,0,0,127.33567457123112,Intel Core i7
429,429,429,Mediacom,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows 10,1.16,15930.72,1,1,189.90579052433608,Intel Processor
430,430,430,Samsung,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,14332.32,0,0,135.0942111925629,Intel Processor
431,431,431,Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,53812.8,0,1,165.6321180513006,Intel Core i7
432,432,432,Lenovo,Notebook,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.7,31914.72,0,1,157.3505121487356,Intel Core i3
433,433,433,Lenovo,Workstation,Intel Core i7 7600U 2.8GHz,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,130269.6,0,1,282.42399616439724,Intel Core i7
434,434,434,Lenovo,Notebook,Intel Core i7 7820HQ 2.9GHz,16,512GB SSD,Nvidia Quadro M2200M,Windows 10,2.5,130482.72,0,0,141.21199808219862,Intel Core i7
435,435,435,Asus,Gaming,AMD Ryzen 1600 3.2GHz,8,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2,90309.6,0,0,127.33567457123112,AMD Processor
436,436,436,HP,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,2.1,18488.16,0,0,100.45466986113652,Intel Processor
437,437,437,Google,Ultrabook,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,117162.72,1,0,234.50740003017813,Intel Core i7
438,438,438,Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,24,512GB SSD,Intel HD Graphics 620,Windows 10,1.32,126912.96,0,0,209.8006828649808,Intel Core i7
439,439,439,Asus,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Linux,2.0,29783.52,0,0,141.21199808219862,Intel Core i5
440,440,440,Lenovo,Notebook,AMD A6-Series 9220 2.5GHz,8,1TB HDD,AMD Radeon R4,Windows 10,2.8,27652.32,0,0,106.11306214269258,AMD Processor
441,441,441,Dell,Notebook,Intel Core i5 8250U 1.6GHz,4,256GB SSD,AMD Radeon 530,Windows 10,2.2,39906.72,0,0,141.21199808219862,Intel Core i5
442,442,442,Lenovo,Ultrabook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,76137.12,0,1,176.23257360658386,Intel Core i5
443,443,443,Lenovo,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,Windows 10,2.2,18594.72,0,0,141.21199808219862,Intel Processor
444,444,444,HP,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,141.21199808219862,Intel Core i7
445,445,445,Dell,Notebook,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,62817.12,0,0,157.3505121487356,Intel Core i5
446,446,446,Acer,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Linux,2.4,23539.104,0,0,100.45466986113652,Intel Core i5
447,447,447,Dell,Workstation,Intel Xeon E3-1505M V6 3GHz,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows 10,2.23,106187.04,0,0,141.21199808219862,Intel Processor
448,448,448,MSI,Gaming,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,0,0,141.21199808219862,Intel Core i5
449,449,449,Microsoft,Ultrabook,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.92,1,0,200.84255993695703,Intel Core i7
450,450,450,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.91,31381.92,0,0,100.45466986113652,Intel Core i5
451,451,451,Dell,Workstation,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD,Nvidia Quadro M620,Windows 10,2.17,105228.0,0,1,141.21199808219862,Intel Core i7
452,452,452,HP,Workstation,Intel Core i7 7820HQ 2.9GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,2.31,81731.52,0,1,141.21199808219862,Intel Core i7
453,453,453,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.65,71661.6,0,0,157.3505121487356,Intel Core i5
454,454,454,Dell,Notebook,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.36,52161.12,0,0,141.21199808219862,Intel Core i7
455,455,455,Dell,2 in 1 Convertible,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics 405,Windows 10,1.47,25521.12,1,0,135.0942111925629,Intel Processor
456,456,456,Dell,Notebook,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,0,1,127.33567457123112,Intel Core i7
457,457,457,Microsoft,Ultrabook,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252,52693.92,1,0,200.84255993695703,Intel Processor
458,458,458,Microsoft,Ultrabook,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,95850.72,1,0,200.84255993695703,Intel Core i7
459,459,459,HP,Notebook,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.5,34093.872,0,0,106.11306214269258,Intel Core i3
460,460,460,Acer,Notebook,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,0,0,141.21199808219862,Intel Core i3
461,461,461,Acer,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,23176.8,0,0,135.0942111925629,Intel Processor
462,462,462,Asus,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,39906.72,0,0,141.21199808219862,Intel Core i5
463,463,463,Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8,512GB SSD,AMD Radeon R7 M460,No OS,1.5,42570.72,0,1,157.3505121487356,Intel Core i7
464,464,464,Lenovo,Notebook,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Nvidia Quadro M2200M,Windows 10,2.67,111355.2,0,0,141.21199808219862,Intel Core i7
465,465,465,Asus,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows 10,2.0,16197.12,0,0,100.45466986113652,Intel Processor
466,466,466,Acer,Notebook,Intel Core i3 6006U 2GHz,4,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,24988.32,0,0,100.45466986113652,Intel Core i3
467,467,467,Dell,Notebook,Intel Core i5 8250U 1.6GHz,8,2TB HDD,AMD Radeon 530,Windows 10,2.02,40439.52,0,0,141.21199808219862,Intel Core i5
468,468,468,HP,Gaming,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72,0,1,127.33567457123112,Intel Core i7
469,469,469,Lenovo,Ultrabook,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,98994.24,0,1,209.8006828649808,Intel Core i7
470,470,470,HP,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.29,106506.72,1,1,331.2642361026012,Intel Core i7
471,471,471,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,500GB HDD,AMD FirePro W4190M ,Windows 10,1.9,61485.12,0,0,141.21199808219862,Intel Core i5
472,472,472,Google,Ultrabook,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1,67932.0,1,0,234.50740003017813,Intel Core i5
473,473,473,Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.42,98133.768,1,0,165.6321180513006,Intel Core i5
