,Unnamed: 0.2,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Hybrid,Flash_Storage
192,192,Xiaomi,Ultrabook,8,Nvidia GeForce MX150,No OS,1.3,53274.672,0,1,165.6321180513006,Intel Core i5,0,256,0,0
193,193,Lenovo,Notebook,8,Nvidia GeForce MX150,No OS,2.8,37189.44,0,0,106.11306214269258,Intel Core i5,0,256,0,0
194,194,Dell,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.62,44701.92,1,1,165.6321180513006,Intel Core i7,1000,0,0,0
195,195,HP,Notebook,8,Nvidia GeForce 930MX,Windows 10,2.5,48697.92,0,1,127.33567457123112,Intel Core i5,1000,0,0,0
196,196,Razer,Gaming,32,Nvidia GeForce GTX 1080,Windows 10,3.49,324954.72,1,0,254.67134914246225,Intel Core i7,0,1000,0,0
197,197,HP,Notebook,8,Intel UHD Graphics 620,Windows 10,1.49,51095.52,0,0,165.6321180513006,Intel Core i5,0,512,0,0
198,198,HP,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,3.35,73473.12,0,1,127.33567457123112,Intel Core i7,1000,256,0,0
199,199,HP,Notebook,8,Nvidia GeForce 930MX ,Windows 10,2.5,55677.6,0,0,127.33567457123112,Intel Core i7,0,256,0,0
200,200,Dell,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,2.65,98301.6,0,1,282.42399616439724,Intel Core i7,1000,512,0,0
201,201,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.1,26267.04,0,0,100.45466986113652,Intel Core i5,0,128,0,0
202,202,Acer,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.23,39533.76,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
203,203,Lenovo,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,3.2,93186.72,0,1,141.21199808219862,Intel Core i7,1000,512,0,0
204,204,Dell,Workstation,16,Nvidia Quadro M1200,Windows 10,2.8,162770.4,0,0,282.42399616439724,Intel Processor,1000,256,0,0
205,205,Lenovo,Gaming,16,Nvidia GeForce GTX 1060,No OS,2.4,74485.44,0,0,141.21199808219862,Intel Core i7,0,512,0,0
206,206,Dell,Notebook,6,Intel HD Graphics 620,Windows 10,2.3,23389.92,1,0,100.45466986113652,Intel Core i3,1000,0,0,0
207,207,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.21,103842.72,1,1,331.2642361026012,Intel Core i7,0,256,0,0
208,208,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.2,77202.72,0,0,165.6321180513006,Intel Core i7,0,256,0,0
209,209,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,2.2,31808.16,0,0,100.45466986113652,Intel Core i5,0,256,0,0
210,210,Acer,Notebook,8,Nvidia GeForce GTX 1050,Linux,2.4,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
211,211,Asus,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,2.9,74964.96,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
212,212,HP,Notebook,4,Intel HD Graphics 520,No OS,2.1,18594.72,0,0,141.21199808219862,Intel Core i3,500,0,0,0
213,213,Lenovo,Notebook,8,Intel HD Graphics 620,No OS,2.2,29250.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
214,214,Huawei,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.05,79866.72,0,1,199.69207064108247,Intel Core i7,0,512,0,0
215,215,Dell,Ultrabook,8,AMD Radeon 530,Windows 10,1.4,49650.5664,0,1,165.6321180513006,Intel Core i7,0,256,0,0
216,216,Lenovo,Notebook,8,Nvidia GeForce GTX 940MX,No OS,2.8,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,0,0
217,217,HP,Notebook,8,Nvidia GeForce 930MX,Windows 10,1.63,54931.68,0,0,157.3505121487356,Intel Core i7,0,256,0,0
218,218,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.6,61218.72,0,0,157.3505121487356,Intel Core i5,0,256,0,0
219,219,Dell,2 in 1 Convertible,16,Intel UHD Graphics 620,Windows 10,1.62,68145.12,1,0,165.6321180513006,Intel Core i7,0,512,0,0
220,220,Dell,Notebook,8,AMD Radeon 520,Linux,2.2,36089.208,0,0,141.21199808219862,Intel Core i5,0,256,0,0
221,221,Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.74,47898.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
222,222,Toshiba,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.2,72620.64,0,0,165.6321180513006,Intel Core i7,0,256,0,0
223,223,HP,Notebook,8,Intel UHD Graphics 620,Windows 10,2.1,42304.32,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
224,224,Dell,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,4.42,130873.7952,0,1,127.33567457123112,Intel Core i7,1000,256,0,0
225,225,Acer,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.2,44328.96,0,0,141.21199808219862,Intel Core i7,0,256,0,0
226,226,Dell,Notebook,16,AMD Radeon R7 M445,Windows 10,2.3,45768.0528,1,0,141.21199808219862,Intel Core i7,1000,0,0,0
227,227,Asus,Notebook,8,Nvidia GeForce 920MX ,Windows 10,2.0,40972.32,0,0,141.21199808219862,Intel Core i5,0,256,0,0
228,228,Asus,Notebook,8,Nvidia GeForce GTX 950M,Windows 10,2.69,47472.48,0,0,127.33567457123112,Intel Core i5,500,256,0,0
229,229,HP,Notebook,8,AMD FirePro W4190M ,Windows 10,1.9,67612.32,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
230,230,Asus,Notebook,4,Intel HD Graphics 620,Windows 10,2.37,21258.1872,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
231,231,HP,Notebook,4,AMD Radeon R2,Windows 10,2.1,17582.4,0,0,100.45466986113652,AMD Processor,500,0,0,0
232,232,Lenovo,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,3.2,79866.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
233,233,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.6,45767.52,0,0,157.3505121487356,Intel Core i5,0,256,0,0
234,234,Acer,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,1.6,36709.92,1,1,165.6321180513006,Intel Core i5,0,256,0,0
235,235,Dell,Notebook,16,AMD Radeon R7 M445,Linux,2.36,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,0,0
236,236,Acer,Notebook,4,Intel HD Graphics 520,Linux,2.1,20779.2,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
237,237,Asus,Notebook,4,AMD Radeon R5 M430,Windows 10,2.2,30636.0,0,0,141.21199808219862,AMD Processor,1000,128,0,0
238,238,Asus,Gaming,32,Nvidia GeForce GTX 1080,Windows 10,4.7,207259.2,0,0,127.33567457123112,Intel Core i7,1000,512,0,0
239,239,Acer,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.5,45074.88,0,1,141.21199808219862,Intel Core i5,0,256,0,0
240,240,Lenovo,Notebook,8,Intel HD Graphics 520,Windows 10,2.2,31381.92,0,0,100.45466986113652,Intel Core i3,0,128,0,0
241,241,Asus,Notebook,8,Nvidia GeForce 150MX,Windows 10,2.1,61005.6,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
242,242,Asus,Notebook,8,Nvidia GeForce GTX 950M,No OS,2.69,47365.92,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
243,243,Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.56,46833.12,0,0,141.21199808219862,Intel Core i5,0,256,0,0
244,244,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.38,57489.12,1,1,158.48253022174808,Intel Core i7,0,256,0,0
245,245,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,52480.8,0,0,141.21199808219862,Intel Core i7,2000,128,0,0
246,246,HP,Notebook,8,Intel HD Graphics 620,Windows 10,2.04,29783.52,1,0,100.45466986113652,Intel Core i5,1000,0,0,0
247,247,Asus,Gaming,16,Nvidia GeForce GTX 1080,Windows 10,3.6,159786.72,0,0,127.33567457123112,Intel Core i7,0,256,0,0
248,248,HP,Notebook,4,Intel UHD Graphics 620,Windows 10,1.49,35964.0,0,1,165.6321180513006,Intel Core i5,500,0,0,0
249,249,Apple,Ultrabook,8,Intel Iris Plus Graphics 650,macOS,1.37,108691.2,0,1,226.98300468106115,Intel Core i5,0,512,0,0
250,250,Dell,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,2.08,43636.32,1,1,141.21199808219862,Intel Core i7,1000,0,0,0
251,251,Asus,Gaming,16,Nvidia GeForce GTX 980M,Windows 10,4.3,95850.72,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
252,252,Asus,Notebook,4,AMD Radeon R5 M420,Windows 10,1.68,24988.32,0,0,100.45466986113652,AMD Processor,1000,0,0,0
253,253,Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.37,98514.72,1,1,158.48253022174808,Intel Core i7,0,512,0,0
254,254,Acer,Notebook,4,Nvidia GeForce MX130,Windows 10,3.0,37402.56,0,1,127.33567457123112,Intel Core i3,0,256,0,0
255,255,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.41,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,0,0
256,256,HP,Notebook,8,AMD Radeon R4 Graphics,Windows 10,1.91,23757.552,0,0,100.45466986113652,AMD Processor,0,128,0,0
257,257,HP,Notebook,16,Nvidia GeForce MX150,Windows 10,2.9,56423.52,0,1,127.33567457123112,Intel Core i7,1000,0,0,0
258,258,MSI,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.14,133146.72,0,0,127.33567457123112,Intel Core i7,1000,512,0,0
259,259,Lenovo,2 in 1 Convertible,8,Nvidia GeForce GTX 1050M,Windows 10,2.0,90522.72,1,1,141.21199808219862,Intel Core i7,0,512,0,0
260,260,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.8,60845.76,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
261,261,Lenovo,Notebook,4,Intel HD Graphics 520,No OS,2.2,23656.32,0,0,141.21199808219862,Intel Core i3,0,256,0,0
262,262,HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,38468.16,0,1,141.21199808219862,Intel Core i5,500,0,0,0
263,263,Dell,Notebook,4,Intel HD Graphics 620,Windows 10,2.18,35004.96,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
264,264,Dell,Notebook,8,AMD Radeon R5 M430,Windows 10,2.24,30103.2,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
265,265,Dell,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,2.67,42570.72,1,0,141.21199808219862,Intel Core i5,0,256,0,0
266,266,Asus,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.1,79866.72,1,0,165.6321180513006,Intel Core i7,0,1024,0,0
267,267,Lenovo,Notebook,4,Intel HD Graphics 620,No OS,2.2,24881.76,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
268,268,HP,Notebook,8,Nvidia GeForce 930MX ,Windows 10,2.5,54239.04,0,0,127.33567457123112,Intel Core i7,1000,0,0,0
269,269,Lenovo,Notebook,8,Intel UHD Graphics 620,Windows 10,2.05,46886.4,0,0,141.21199808219862,Intel Core i7,0,256,0,0
270,270,Apple,Ultrabook,8,Intel Iris Graphics 550,macOS,1.37,104370.192,0,1,226.98300468106115,Intel Core i5,0,512,0,0
271,271,Asus,Gaming,16,AMD Radeon RX 580,Windows 10,3.2,82530.72,0,0,127.33567457123112,AMD Processor,1000,256,0,0
272,272,Dell,Notebook,8,AMD Radeon 520,Linux,2.14,39164.5296,0,0,141.21199808219862,Intel Core i7,0,256,0,0
273,273,Lenovo,2 in 1 Convertible,16,Intel HD Graphics 520,Windows 10,1.36,133146.72,1,0,209.8006828649808,Intel Core i7,0,512,0,0
274,274,Toshiba,Notebook,8,Nvidia GeForce 930M,Windows 10,2.2,43263.36,0,0,100.45466986113652,Intel Core i7,500,0,0,0
275,275,Dell,Notebook,12,Intel HD Graphics 620,Windows 10,2.3,37992.3696,0,0,100.45466986113652,Intel Core i7,1000,0,0,0
276,276,Dell,Notebook,8,AMD Radeon 530,Linux,2.8,58554.72,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
277,277,Acer,Notebook,8,Nvidia GeForce MX130,Windows 10,2.2,39693.6,0,1,141.21199808219862,Intel Core i7,1000,0,0,0
278,278,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.8,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,0,0
279,279,Lenovo,Notebook,8,Nvidia GeForce MX150,No OS,2.8,45234.72,0,0,127.33567457123112,Intel Core i7,2000,0,0,0
280,280,Lenovo,Notebook,6,Nvidia GeForce 940MX,Windows 10,2.8,45767.52,0,0,106.11306214269258,Intel Core i7,1000,128,0,0
281,281,Dell,Notebook,4,AMD Radeon R5 M430,Linux,2.25,22803.84,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
282,282,Lenovo,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.5,44169.12,0,1,141.21199808219862,Intel Core i5,0,256,0,0
283,283,Lenovo,Notebook,6,Intel HD Graphics 620,Windows 10,2.2,30849.12,0,0,141.21199808219862,Intel Core i5,0,256,0,0
284,284,Acer,Notebook,8,Nvidia GeForce MX150,Windows 10,3.0,50669.28,0,1,141.21199808219862,Intel Core i7,0,256,0,0
285,285,Acer,Notebook,12,Intel HD Graphics 620,Windows 10,2.15,35111.52,1,1,141.21199808219862,Intel Core i7,1000,0,0,0
286,286,Lenovo,Notebook,8,Intel HD Graphics 630,Windows 10,1.95,58448.16,0,1,141.21199808219862,Intel Core i7,0,256,0,0
287,287,Asus,Ultrabook,8,Nvidia GeForce 940MX,Windows 10,1.7,52054.56,0,0,141.21199808219862,Intel Core i5,0,256,0,0
288,288,Lenovo,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,62817.12,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
289,289,Lenovo,Notebook,8,Nvidia GeForce 940MX,No OS,2.2,35112.0528,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
290,290,Acer,Notebook,2,Intel HD Graphics,Chrome OS,2.19,10602.72,0,0,100.45466986113652,Intel Processor,0,16,0,0
291,291,Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,3.0,63243.36,0,0,127.33567457123112,Intel Core i7,1000,0,0,0
292,292,HP,Notebook,8,Intel HD Graphics 520,Windows 10,2.54,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,0,0
293,293,Dell,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,2.0,97449.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
294,294,Lenovo,Notebook,8,Intel UHD Graphics 620,Windows 10,2.05,39373.92,0,0,141.21199808219862,Intel Core i5,0,256,0,0
295,295,Lenovo,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,3.2,69210.72,0,1,141.21199808219862,Intel Core i7,1000,0,0,0
296,296,Acer,Notebook,8,Nvidia GeForce GTX 1050 Ti,Linux,2.5,52161.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
297,297,Dell,Workstation,16,Nvidia Quadro M1200,Windows 10,3.42,153705.3408,0,0,127.33567457123112,Intel Core i7,0,256,0,0
298,298,Lenovo,Notebook,6,AMD Radeon R5 430,Windows 10,2.4,26586.72,0,0,141.21199808219862,AMD Processor,1000,0,0,0
299,299,Asus,Ultrabook,16,Nvidia GeForce 940MX,Windows 10,1.63,78215.04,0,0,141.21199808219862,Intel Core i7,0,512,0,0
300,300,Asus,Notebook,4,Intel HD Graphics 620,Windows 10,1.3,27119.52,0,0,111.93520355955212,Intel Core i3,0,128,0,0
301,301,Asus,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,2.9,113060.16,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
302,302,Lenovo,Notebook,6,Nvidia GeForce GTX 940M,Windows 10,2.8,34578.72,0,0,106.11306214269258,Intel Core i5,1000,0,0,0
303,303,Lenovo,Notebook,8,Nvidia GeForce 940MX,No OS,2.2,29250.72,0,0,100.45466986113652,Intel Core i5,2000,0,0,0
304,304,Asus,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,67399.2,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
305,305,Lenovo,Notebook,4,Intel HD Graphics 505,No OS,2.2,19180.2672,0,0,100.45466986113652,Intel Processor,1000,0,0,0
306,306,HP,2 in 1 Convertible,16,Intel HD Graphics 620,Windows 10,1.28,105228.0,1,0,165.6321180513006,Intel Core i7,0,256,0,0
307,307,Toshiba,Notebook,8,Nvidia GeForce 930M,Windows 10,2.2,55571.04,0,1,141.21199808219862,Intel Core i7,0,256,0,0
308,308,Lenovo,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.3,43636.32,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
309,309,HP,Notebook,4,Intel HD Graphics 520,Windows 10,1.86,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
310,310,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.1,53226.72,0,1,165.6321180513006,Intel Core i5,0,256,0,0
311,311,Dell,Ultrabook,16,Intel UHD Graphics 620,Windows 10,1.21,133146.72,1,1,331.2642361026012,Intel Core i7,0,1000,0,0
312,312,MSI,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,2.8,111834.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
313,313,Acer,Notebook,8,AMD Radeon R5,Windows 10,2.23,24988.32,0,0,141.21199808219862,AMD Processor,0,256,0,0
314,314,Asus,2 in 1 Convertible,2,Intel HD Graphics 500,Windows 10,1.1,14652.0,1,0,135.0942111925629,Intel Processor,0,0,0,32
315,315,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.33,44968.32,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
316,316,HP,2 in 1 Convertible,16,Intel UHD Graphics 620,Windows 10,1.29,130482.72,1,1,331.2642361026012,Intel Core i7,0,1000,0,0
317,317,Lenovo,Notebook,4,Intel HD Graphics 510,Chrome OS,1.45,24503.472,0,0,117.82653006268644,Intel Processor,0,0,0,16
318,318,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.95,52214.4,0,0,157.3505121487356,Intel Core i5,0,256,0,0
319,319,Acer,Notebook,4,Intel HD Graphics 405,Windows 10,1.4,25840.8,0,0,135.0942111925629,Intel Processor,0,0,0,128
320,320,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.48,68837.76,0,0,157.3505121487356,Intel Core i7,0,256,0,0
321,321,Lenovo,Notebook,4,Nvidia GeForce 920MX,Windows 10,2.79,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,0,0
322,322,Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,58288.32,0,0,157.3505121487356,Intel Core i7,0,256,0,0
323,323,HP,Notebook,8,Intel UHD Graphics 620,Windows 10,2.1,48058.56,0,1,100.45466986113652,Intel Core i7,1000,0,0,0
324,324,Acer,Notebook,8,AMD Radeon RX 540,Windows 10,2.2,35111.52,0,0,100.45466986113652,AMD Processor,0,256,0,0
325,325,Lenovo,Notebook,4,Intel HD Graphics 500,Windows 10,1.44,15557.76,0,0,111.93520355955212,Intel Processor,0,0,0,32
326,326,Acer,Notebook,6,Intel HD Graphics 620,Windows 10,2.23,29250.72,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
327,327,Asus,Ultrabook,8,Nvidia GeForce 940MX,Windows 10,1.7,55938.672,0,0,141.21199808219862,Intel Core i7,0,256,0,0
328,328,HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.26,71128.8,0,0,176.23257360658386,Intel Core i7,0,256,0,0
329,329,Dell,Notebook,32,Nvidia GeForce GTX 1050,Windows 10,2.06,140605.92,1,0,282.42399616439724,Intel Core i7,0,1000,0,0
330,330,MSI,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882.72,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
331,331,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,50243.04,0,1,141.21199808219862,Intel Core i5,0,256,0,0
332,332,Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,71075.52,0,0,157.3505121487356,Intel Core i7,1000,256,0,0
333,333,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,1.85,23922.72,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
334,334,Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.5,53226.72,0,0,141.21199808219862,Intel Core i7,0,256,0,0
335,335,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.48,67559.04,0,0,157.3505121487356,Intel Core i5,0,256,0,0
336,336,Dell,Ultrabook,8,Nvidia GeForce 940MX,Windows 10,1.9,55890.72,0,1,141.21199808219862,Intel Core i5,1000,128,0,0
337,337,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.84,60952.32,0,0,141.21199808219862,Intel Core i5,0,256,0,0
338,338,Asus,Notebook,4,Intel HD Graphics 500,Linux,2.0,14651.4672,0,0,100.45466986113652,Intel Processor,1000,0,0,0
339,339,Dell,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.0,60885.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
340,340,Dell,Notebook,4,Intel HD Graphics,Linux,2.2,14646.672,0,0,100.45466986113652,Intel Processor,500,0,0,0
341,341,Lenovo,Notebook,12,AMD Radeon 530,Windows 10,2.2,47898.72,0,0,141.21199808219862,AMD Processor,2000,0,0,0
342,342,HP,Notebook,8,Nvidia GeForce 930MX ,Windows 10,2.1,38148.48,0,1,141.21199808219862,Intel Core i3,1000,0,0,0
343,343,Lenovo,2 in 1 Convertible,16,Intel UHD Graphics 620,Windows 10,1.4,111834.72,1,1,316.96506044349616,Intel Core i7,0,512,0,0
344,344,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.2,84129.12,0,0,165.6321180513006,Intel Core i7,0,256,0,0
345,345,Lenovo,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12,0,1,141.21199808219862,Intel Core i7,2000,256,0,0
346,346,HP,Notebook,2,Intel HD Graphics 400,Windows 10,1.44,14865.12,0,0,111.93520355955212,Intel Processor,0,0,0,32
347,347,Dell,Ultrabook,16,Intel UHD Graphics 620,Windows 10,1.88,85672.1088,0,0,141.21199808219862,Intel Core i7,0,768,0,0
348,348,Asus,2 in 1 Convertible,4,Intel HD Graphics 500,Windows 10,1.5,19980.0,1,0,135.0942111925629,Intel Processor,0,0,0,32
349,349,Dell,Ultrabook,8,AMD Radeon 530,Windows 10,1.9,35324.64,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
350,350,Dell,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.06,108020.9376,1,0,282.42399616439724,Intel Core i7,0,512,0,0
351,351,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.84,69477.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
352,352,MSI,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.7,75071.52,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
353,353,HP,Workstation,8,Nvidia Quadro M1200,Windows 10,2.6,92615.0256,0,0,141.21199808219862,Intel Core i7,0,256,0,0
354,354,Toshiba,Notebook,16,Nvidia GeForce 930M,Windows 10,2.4,74751.84,0,1,141.21199808219862,Intel Core i7,0,512,0,0
355,355,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.02,51729.552,0,0,141.21199808219862,Intel Core i7,2000,128,0,0
356,356,Lenovo,Notebook,4,Intel HD Graphics 500,No OS,2.2,17155.6272,0,0,100.45466986113652,Intel Processor,1000,0,0,0
357,357,Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.65,53226.72,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
358,358,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.36,29696.6736,1,0,100.45466986113652,Intel Core i5,2000,0,0,0
359,359,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.36,76030.56,0,0,157.3505121487356,Intel Core i5,0,256,0,0
360,360,HP,Notebook,4,Intel HD Graphics 520,Windows 10,1.86,23389.92,0,0,100.45466986113652,Intel Core i3,500,0,0,0
361,361,Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,50349.6,0,0,157.3505121487356,Intel Core i5,0,256,0,0
362,362,Lenovo,Notebook,6,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308.32,0,0,106.11306214269258,Intel Core i5,1000,128,0,0
363,363,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.86,34045.92,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
364,364,Lenovo,Notebook,8,Nvidia GeForce 920MX ,No OS,2.2,26586.72,0,0,100.45466986113652,Intel Core i3,0,256,0,0
365,365,HP,Notebook,8,Intel HD Graphics 405,Windows 10,2.04,20725.92,0,0,100.45466986113652,Intel Processor,2000,0,0,0
366,366,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,127.33567457123112,Intel Core i5,1000,128,0,0
367,367,Lenovo,Gaming,8,Nvidia GeForce GTX 1050,No OS,2.4,43103.52,0,1,141.21199808219862,Intel Core i5,1000,128,0,0
368,368,Dell,Notebook,8,AMD Radeon R7 M445,Windows 10,2.33,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,0,0
369,369,HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.36,93240.0,0,1,157.3505121487356,Intel Core i7,0,256,0,0
370,370,Asus,2 in 1 Convertible,12,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72,1,0,141.21199808219862,Intel Core i7,2000,512,0,0
371,371,Acer,Notebook,4,AMD Radeon R5,Windows 10,2.1,22697.28,0,0,100.45466986113652,AMD Processor,0,128,0,0
372,372,Asus,Gaming,16,AMD Radeon RX 580,Windows 10,3.25,117162.72,0,1,127.33567457123112,AMD Processor,1000,256,0,0
373,373,Lenovo,Notebook,4,AMD Radeon R5,Windows 10,2.6,26053.92,0,0,106.11306214269258,AMD Processor,0,128,0,0
374,374,Dell,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.62,46300.8528,1,0,165.6321180513006,Intel Core i7,0,256,0,0
375,375,HP,Notebook,4,AMD Radeon R5,Windows 10,1.91,26053.3872,0,0,141.21199808219862,AMD Processor,0,256,0,0
376,376,Lenovo,Netbook,4,Intel HD Graphics 500,Windows 10,1.59,29463.84,0,1,135.0942111925629,Intel Processor,0,128,0,0
377,377,Dell,Notebook,4,Intel HD Graphics 400,Windows 10,1.8,16463.52,0,0,100.45466986113652,Intel Processor,500,0,0,0
378,378,Asus,Notebook,4,Intel HD Graphics 500,Windows 10,1.5,15238.08,0,0,111.93520355955212,Intel Processor,0,0,0,32
379,379,Acer,Notebook,8,Nvidia GeForce GTX 1050,Linux,2.4,45074.88,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
380,380,HP,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48,0,1,127.33567457123112,Intel Core i7,1000,128,0,0
381,381,Lenovo,Notebook,4,Intel HD Graphics 520,No OS,1.85,21498.48,0,0,141.21199808219862,Intel Core i3,0,128,0,0
382,382,Asus,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
